modelo,fit_time,score_time,train_score,val_score
DecisionTreeClas,0.34192728996276855,0.025465869903564455,1.0,0.823667245949817
LogisticRegression,0.24053292274475097,0.018978309631347657,0.8069243929698301,0.8059517609350987
RandomForestClas,4.943787670135498,0.19014220237731932,0.9999946232223028,0.8817586128377315
XGBClassfier,1.8010389804840088,0.07920298576354981,0.9460807067794628,0.9027065585123715
LGBMClassifier,2.7335642337799073,0.05140728950500488,0.9225068028436245,0.9063981551290979
KNN,0.04982490539550781,1.4647714138031005,0.7757606477511949,0.6444278218933746
CatBoostClas,94.77904596328736,0.04828066825866699,0.9211685780804613,0.9069265764762537
