,train_score,fit_time,test_score
LGBM_Baseline,0.9225068028436244,2.7335642337799078,0.906398155129098
LGBM_optimizado_1,0.9091545269354772,0.3744950294494629,0.9060880464349522
LGBM_optimizado_2,0.9038294178653613,0.24301743507385254,0.898335384147324
